LON,LAT
121.3650103,31.25134431
121.3721252,31.25318728
121.3676847,31.2488727
121.3639641,31.25668377
121.3668605,31.25645058
121.3676433,31.24655305
121.363365,31.25812171
121.3537672,31.2494205
121.3567586,31.24168791
121.374196,31.2603912
121.3590241,31.24614456
121.3618136,31.2503781
121.3429307,31.25977474
121.3598336,31.2474985
121.3546259,31.25215723
121.3649194,31.24971392
121.3508811,31.24824874
121.3507216,31.25027354
121.3701725,31.25534293
121.3512956,31.25003321
121.3485822,31.2489804
121.2805929,31.46894252
121.2335079,31.46594572
121.3139395,31.29253083
121.3033375,31.29163664
121.3100062,31.29493324
121.3097423,31.29520809
121.2984582,31.30895658
121.3085733,31.29377324
121.3188828,31.31566106
121.3048095,31.29144521
121.3051202,31.29431432
121.3018039,31.28748128
121.3012264,31.30076686
121.311151,31.29540724
121.3043539,31.2972262
121.3055208,31.29111603
121.3074174,31.29477145
121.3108322,31.29566516
121.2993416,31.28947292
121.3268048,31.29895843
121.3050605,31.29671393
121.3083572,31.29447783
121.3021581,31.29954608
121.3247016,31.29943073
121.3118389,31.28892283
121.3040659,31.29917784
121.3055451,31.29542792
121.3042735,31.30208474
121.3025812,31.29513731
121.3021491,31.28628279
121.3112387,31.29579352
121.3043393,31.28898288
121.3064323,31.29510432
121.3102967,31.30507399
121.3051627,31.28873807
121.3105999,31.29732694
121.3064065,31.2944019
121.3090139,31.29769671
121.3093561,31.29677137
121.3172284,31.31873917
121.3055968,31.29079429
121.3089364,31.29661287
121.3098477,31.2969215
121.3057042,31.29513425
121.310204,31.29786144
121.31019,31.29499588
121.3087561,31.29444438
121.3061401,31.29569318
121.3059781,31.29562698
121.3022386,31.29620757
121.3032585,31.29114288
121.3035778,31.28976123
121.3058872,31.29524116
121.3100012,31.29472537
121.3081614,31.29406977
121.306196,31.2896741
121.3079195,31.29400002
121.3072176,31.29403374
121.3054968,31.2898288
121.3058177,31.29297892
121.3064036,31.29417004
121.2332976,31.38006435
121.2474459,31.39338621
121.2663201,31.38313608
121.2382973,31.38266678
121.2407773,31.37927263
121.2485754,31.39930675
121.2669682,31.38874259
121.243303,31.38997458
121.2346477,31.38287908
121.2431216,31.27315005
121.2041028,31.34945402
121.2365011,31.37492287
121.2469298,31.3905403
121.2423059,31.38206516
121.2533359,31.38478996
121.2422898,31.39323233
121.2505139,31.38952954
121.2416594,31.38466693
121.2364362,31.38250232
121.2807781,31.33733181
121.2456202,31.39195267
121.2789587,31.33227901
121.2448838,31.3682931
121.2432309,31.38290612
121.2443376,31.38611418
121.2517058,31.37100047
121.2498998,31.38165382
121.248901,31.37041581
121.1853832,31.41111493
121.2400726,31.38235978
121.2477727,31.3734898
121.2382686,31.3906849
121.2275132,31.39642242
121.2370665,31.37789481
121.2388303,31.38155187
121.2355617,31.37362536
121.2632895,31.38816816
121.2452957,31.37476451
121.2354725,31.37644262
121.243381,31.38908353
121.260558,31.3791584
121.2620582,31.38586366
121.2519383,31.38898124
121.2477476,31.38228509
121.2625078,31.38946926
121.2559217,31.39010098
121.2410865,31.36993752
121.2399439,31.38326292
121.1477277,31.35107432
121.2940884,31.37820456
121.2490056,31.37970077
121.2410655,31.38157935
121.2600592,31.38392089
121.2672581,31.38917319
121.2638398,31.38674253
121.2671876,31.38751508
121.2639114,31.38072509
121.2143554,31.43209635
121.2421904,31.36776092
121.2519617,31.38719139
121.3409066,31.25952123
121.2583087,31.38949503
121.2450257,31.38948106
121.2568575,31.38571792
121.2650377,31.38594739
121.2446605,31.39036231
121.2447707,31.38985947
121.2453304,31.38889408
121.2452668,31.38919845
121.2638869,31.38241325
121.2571718,31.38951514
121.2621345,31.38385719
121.2482996,31.39865996
121.2590514,31.38669541
121.2660721,31.38580871
121.2296619,31.37663064
121.2383832,31.37520155
121.2584856,31.38270269
121.246172,31.36909021
121.247166,31.37090639
121.2655726,31.38722394
121.2338307,31.37928293
121.2597687,31.38570326
121.2450368,31.38518039
121.241304,31.38403137
121.2430632,31.37384374
121.2305194,31.37792497
121.2420832,31.37127118
121.256819,31.38729393
121.2564648,31.35284506
121.2583838,31.38954478
121.2461266,31.37231446
121.2517729,31.3905506
121.2510035,31.3789802
121.2424031,31.38690111
121.2510842,31.37984149
121.2588525,31.38571823
121.2445036,31.37197979
121.2621132,31.38255538
121.2414804,31.38509461
121.2430335,31.38397578
121.2441954,31.39116939
121.2434502,31.39068322
121.2336266,31.3748866
121.2471908,31.38334776
121.2334804,31.37397507
121.2594801,31.3884885
121.2459575,31.38520816
121.2614815,31.38775351
121.2379354,31.37468373
121.2462073,31.37090532
121.244764,31.39012439
121.2407599,31.3885539
121.2590282,31.38428559
121.262038,31.38673178
121.2592546,31.38911946
121.2464825,31.38450884
121.2411575,31.39462378
121.230539,31.37977322
121.2574391,31.38424074
121.2503041,31.39305132
121.2445979,31.39067365
121.251022,31.38828386
121.2401809,31.38094636
121.2415138,31.38564301
121.2458815,31.39073117
121.2430704,31.38955692
121.2470794,31.39288236
121.2655435,31.39059711
121.2417887,31.38873737
121.2420098,31.38850717
121.2404282,31.3899493
121.2428325,31.3900231
121.2385181,31.3888348
121.292471,31.37805734
121.2435552,31.38988545
121.2464686,31.38341977
121.2476787,31.38446748
121.2457392,31.38212929
121.2422997,31.3894937
121.2324788,31.37981548
121.2430488,31.38654383
121.2422474,31.38900509
121.2422488,31.38606326
121.2444766,31.38328878
121.2454671,31.38451962
121.2414052,31.38464266
121.2402164,31.38376771
121.2438352,31.3873547
121.2444586,31.38650543
121.2439792,31.36957247
121.2561559,31.34761238
121.2604188,31.32172564
121.2906265,31.38996716
121.2859728,31.38294033
121.2781608,31.33494854
121.243031,31.34780024
121.2903106,31.38101066
121.2920885,31.37867773
121.2429632,31.3544441
121.2323748,31.38255342
121.2790197,31.33585175
121.2384314,31.37682816
121.2555973,31.36986333
121.2930466,31.37697932
121.2800836,31.33634095
121.2916789,31.37815173
121.2779206,31.3311533
121.2855737,31.32949895
121.143766,31.34830851
121.1657065,31.36472325
121.1680059,31.38720099
121.1693596,31.35986447
121.1700931,31.36531336
121.211129,31.42879305
121.2083058,31.26754141
121.2047248,31.32825676
121.2061907,31.27221871
121.2440209,31.26822213
121.1672925,31.27378173
121.2109482,31.31616875
121.1610178,31.29221035
121.1670075,31.265377
121.1568452,31.29936157
121.1615584,31.29931315
121.1617367,31.28905264
121.1607083,31.2946904
121.3295915,31.24932058
121.1721346,31.26445534
121.1617367,31.28984334
121.1556405,31.30155543
121.2097395,31.26797476
121.1547258,31.3033037
121.153519,31.29615607
121.2139324,31.31724644
121.1521778,31.29729121
121.2976175,31.27182716
121.3046658,31.26740032
121.2929725,31.27290236
121.2942499,31.27050363
121.2777846,31.41554611
121.2142112,31.31277584
121.2691437,31.41559342
121.2045543,31.40179234
121.331263,31.26002969
121.3322955,31.25641034
121.342097,31.26676507
121.3446023,31.2589939
121.3435446,31.25998432
121.3274359,31.24607856
121.2932029,31.27131525
121.319758,31.26517253
121.3370151,31.25827931
121.3422132,31.25472342
121.3411853,31.25691246
121.3435506,31.25787783
121.3481829,31.25856937
121.3140557,31.25738512
121.3120502,31.23720423
121.3363567,31.26611172
121.3339477,31.25681041
121.3378995,31.25646454
121.3441211,31.26819575
121.3652028,31.25532807
121.3362735,31.25776005
121.3316189,31.2578155
121.3338813,31.259267
121.3425121,31.25804287
121.3421017,31.25553934
121.2900441,31.27138002
121.3431626,31.25473976
121.3403434,31.2604966
121.3728652,31.256025
121.369706,31.24792467
121.3698785,31.24929107
121.3104633,31.29244605
121.3685004,31.25068904
121.2124444,31.37390775
121.2496532,31.39902236
121.2477679,31.39883414
121.2334428,31.37985597
121.2547422,31.41143334
121.2474453,31.39675692
121.2512639,31.39786016
121.2431806,31.39023216
121.2408993,31.38285807
121.2801264,31.33442621
121.2770237,31.33133278
121.2788327,31.33406935
121.2788941,31.33604704
121.2798685,31.33566951
121.2915658,31.33998222
121.2797928,31.3418097
121.2752953,31.3306551
121.280907,31.33221023
121.2804788,31.33408653
121.2267779,31.28260751
121.2021211,31.28150546
121.229552,31.28244982
121.1987848,31.2892842
121.2110842,31.26985395
121.2295085,31.28102039
121.2123135,31.26567769
121.2084112,31.27182094
121.2085224,31.2698398
121.2111385,31.26802813
121.4491031,30.91698711
121.4658876,30.91483994
121.4901599,30.91257399
121.4535904,30.91943105
121.4478623,30.91791221
121.4693207,30.83017608
121.4591907,30.9402773
121.4405457,30.91237405
121.4592129,30.93981408
121.4531192,30.91361915
121.446585,30.91673103
121.4622809,30.92156803
121.4564643,30.90935159
121.4611893,30.91144902
121.438639,30.91038965
121.4613537,30.92195311
121.4615973,30.90988126
121.5129894,30.93140556
121.4680319,30.9177353
121.4691419,30.93440262
121.4564217,30.94081658
121.4576063,30.92052753
121.5024248,30.91469168
121.4591494,30.90863952
121.440373,30.90693484
121.4500101,30.91222057
121.4673886,30.90925769
121.4664208,30.91106699
121.4589734,30.92114485
121.4704115,30.91816816
121.4560764,30.90997188
121.4734874,30.92184743
121.4647231,30.92058118
121.4465972,30.91550068
121.5056592,30.90537515
121.4393812,30.91473191
121.4432355,30.91363944
121.4415225,30.9180789
121.460235,30.93463666
121.4514504,30.91889469
121.4718319,30.91422766
121.5105143,30.95559374
121.4598404,30.93554087
121.4921497,30.89559829
121.4552075,30.91987241
121.4561116,30.91543545
121.448673,30.9197697
121.4598707,30.93760416
121.4392619,30.91751113
121.4387593,30.91317021
121.451543,30.90227547
121.453495,30.91535608
121.4486388,30.91948234
121.4963128,30.90172894
121.46887,30.91540436
121.4646772,30.91548537
121.4845289,30.90525163
121.4452646,30.91748997
121.4585636,30.90450802
121.4637321,30.91062478
121.4581953,30.91689591
121.4620086,30.91506702
121.4579478,30.94182497
121.4452664,30.91043575
121.4617615,30.91296858
121.4566226,30.91250849
121.466602,30.91434367
121.454392,30.91865185
121.4637433,30.91345195
121.4565761,30.91296541
121.4581655,30.91159241
121.4407593,30.91286634
121.4419948,30.90980989
121.4476657,30.91840134
121.4495608,30.91853222
121.4463425,30.9174987
121.4487123,30.91862976
121.4548413,30.91397105
121.4474985,30.91224359
121.4592094,30.91499933
121.4639464,30.92248746
121.4557891,30.92064405
121.4529728,30.91562379
121.4656468,30.91745363
121.4628202,30.91991635
121.4526079,30.91000465
121.4486652,30.91525449
121.4500856,30.90697964
121.4610902,30.91814524
121.4542482,30.91037953
121.4462085,30.92115545
121.4545003,30.91778821
121.4526074,30.91923995
121.4428176,30.91539689
121.6860472,30.92699918
121.7194226,30.94258412
121.6425738,30.98775515
121.7217827,30.94271687
121.6367473,30.95088761
121.6799511,30.92644181
121.6808106,30.92713275
121.642494,30.94894844
121.7232412,30.94421824
121.6365209,30.95174408
121.6365453,30.91477793
121.6447253,30.91383189
121.7260936,30.86591023
121.6346228,30.86795267
121.6415104,30.91277724
121.6399571,30.9535038
121.6860744,30.93030958
121.6755773,30.88521334
121.6868995,30.92728218
121.6430027,30.91235197
121.7235764,30.93776429
121.6897006,30.92956376
121.635178,30.91144883
121.6873567,30.92879146
121.6820528,30.92934016
