LON,LAT
121.6369471,30.94828301
121.7203678,30.94027515
121.6880262,30.92615419
121.6382383,30.90990582
121.6843002,30.926089
121.6769089,30.92683239
121.5012053,30.99062647
121.6367559,30.95028794
121.6559947,30.92107411
121.6425574,30.91367762
121.6380472,30.91427394
121.6128109,30.90556881
121.6127902,30.90267973
121.6410508,30.91002146
121.6380368,30.91131819
121.7379199,30.89473901
121.7246054,30.89827036
121.6379182,30.86441381
121.465305,30.90790389
121.4475422,30.91745409
121.6140237,30.90384319
121.508249,30.95664462
121.3926912,30.91053822
121.4507887,30.91381211
121.4433697,30.96311828
121.5188426,30.84100466
121.3920855,30.90207208
121.3946445,30.90583505
121.391556,30.89687052
121.3940609,30.9043559
121.3999511,30.9049496
121.3956929,30.96426852
121.4482002,30.91793684
121.4174998,30.98654234
121.3957327,30.90672083
121.3932512,30.90813342
121.4683899,30.83252224
121.4542935,30.86739395
121.4566197,30.86387018
121.4282049,30.83251299
121.4624722,30.82887077
121.4551061,30.86565708
121.4557321,30.86588874
121.4704906,30.83270011
121.4262661,30.83533761
121.426429,30.83316016
121.6529934,30.86565122
121.5320034,30.82548743
121.5120026,30.82315433
121.7295931,30.86646681
121.7284333,30.8813377
121.5647729,30.86220431
121.5575583,30.86205962
121.7293241,30.88057334
121.5626288,30.86540397
121.6347824,30.87129879
121.6873269,30.87580004
121.5644293,30.86588047
121.565174,30.86170768
121.4396262,30.96272657
121.3956163,30.96357041
121.4294368,30.99693698
121.43798,30.97038682
121.4418219,30.99737408
121.4267511,30.9873022
121.4299805,30.98941497
121.430067,30.96465854
121.4410369,30.99457652
121.4260602,30.99793316
121.4247284,30.99277303
121.4340149,30.99360371
121.429434,30.99776457
121.4349149,30.99382113
121.4292181,30.99695998
121.4310684,30.99419643
121.4262898,30.996786
121.4427736,30.96295787
121.4360824,30.96888991
121.4396738,30.99637649
121.4280699,30.99339397
121.4262667,30.98957129
121.4251493,30.99061363
121.4242838,30.99565847
121.4275986,30.9895651
121.4250481,30.98909744
121.4295715,30.99838964
121.4313331,30.9933112
121.4391162,30.96587104
121.4308277,30.98702949
121.4306459,30.99865839
121.5591228,30.9821861
121.5551453,30.98173602
121.5126434,30.96476103
121.5197751,30.96176542
121.5048869,30.95510173
121.5578961,30.98240083
121.5626177,30.98078043
121.4978866,30.98358347
121.5566761,30.98229822
121.5214371,30.96467107
121.5610051,30.9844861
121.4978411,30.98903176
121.4232344,30.83501091
121.5181026,30.90937532
121.5321058,30.92113665
121.7217964,30.9003445
121.5734095,30.92761356
121.5738842,30.92733442
121.5364994,30.87045943
121.6425035,30.91845289
121.5114799,30.90813815
121.5777301,30.9263835
121.5728256,30.92565928
121.5374668,30.87364555
121.5383257,30.87610907
121.3761375,31.32269279
121.3835036,31.3227193
121.4060114,31.3097023
121.345014,31.30408087
121.3804232,31.32148228
121.381815,31.30207801
121.3759118,31.31902049
121.4023652,31.31100741
121.375421,31.31349959
121.3941627,31.30219844
121.4039964,31.31427499
121.3928977,31.30240716
121.4232815,31.30591016
121.3775922,31.31854186
121.3758803,31.31477521
121.4005953,31.30219215
121.376346,31.31756965
121.3779194,31.31353192
121.374168,31.31973226
121.4056952,31.31025385
121.4013634,31.30161537
121.3891339,31.34337722
121.4036356,31.30387701
121.4058185,31.3046049
121.3991093,31.30182525
121.3979571,31.30163681
121.4045366,31.30172238
121.4010388,31.30164532
121.3996568,31.30206027
121.3768352,31.30037158
121.4056908,31.30156595
121.4043793,31.3024869
121.4034628,31.30202424
121.4256551,31.36239512
121.4189424,31.35118504
121.4201812,31.3518317
121.4215829,31.35007142
121.4254641,31.35342085
121.4501344,31.32539518
121.4426912,31.32387328
121.4285094,31.32588369
121.4366578,31.32547934
121.4335915,31.32359256
121.4356233,31.32788643
121.4316394,31.32932851
121.4335377,31.32240532
121.400572,31.3368512
121.398899,31.33799983
121.3443524,31.36001239
121.3398586,31.35914084
121.3377461,31.35338717
121.4838264,31.41303844
121.4878326,31.40250833
121.4828426,31.41401915
121.477545,31.40369589
121.4834113,31.41034631
121.4820154,31.413245
121.412147,31.27732549
121.4102454,31.2861373
121.4122383,31.28744803
121.4144604,31.27443557
121.4166537,31.28954416
121.4104616,31.28290946
121.418335,31.28752165
121.4074985,31.28637505
121.4148633,31.28344588
121.4125961,31.28290938
121.4139754,31.2751753
121.3988791,31.2800779
121.4193578,31.27686484
121.4117444,31.27829919
121.4061114,31.28826407
121.414078,31.27391088
121.4075068,31.2878204
121.410843,31.28888976
121.4135219,31.28579596
121.4182593,31.28262226
121.4050069,31.28513068
121.4193926,31.27476684
121.4158051,31.28711293
121.4184013,31.27713571
121.4172375,31.28077735
121.4194491,31.28024781
121.4194686,31.28110233
121.4144023,31.27205097
121.4192805,31.27402248
121.4175293,31.2745206
121.417367,31.27692142
121.4176477,31.28105535
121.4184572,31.27649908
121.4179908,31.27797125
121.4182783,31.27487691
121.3948529,31.29313862
121.3939021,31.29315792
121.4164672,31.27498314
121.4103978,31.2845461
121.4218877,31.30262596
121.3990017,31.28019468
121.4018238,31.30955433
121.3934302,31.30164132
121.3731381,31.31646465
121.4075315,31.2852628
121.4026095,31.31090994
121.4056298,31.30554988
121.4197698,31.27860805
121.4067545,31.30160917
121.4051006,31.30170887
121.4030136,31.30192565
121.3989314,31.3035455
121.4180113,31.32276992
121.4274242,31.30782448
121.4339462,31.34336741
121.4526979,31.33332553
121.4540978,31.32390588
121.4553603,31.33458799
121.4501788,31.32407868
121.4440096,31.3194167
121.4370107,31.33924153
121.4472645,31.34368615
121.4509721,31.33624114
121.4406499,31.34563521
121.4494182,31.34043591
121.4566392,31.33161919
121.4544613,31.33858715
121.4559166,31.33812669
121.4095388,31.42359028
121.4078427,31.43298082
121.3958197,31.45428688
121.4200523,31.42046488
121.4104934,31.42445486
121.3935496,31.45421186
121.4318931,31.40646835
121.4198782,31.41245375
121.4223648,31.41053872
121.4204099,31.4107405
121.4312165,31.40936032
121.4286241,31.41305978
121.434746,31.40616575
121.4066223,31.41983013
121.429266,31.40531342
121.4292649,31.4146791
121.4288491,31.41173898
121.3998062,31.45067469
121.4306837,31.41256509
121.4209922,31.41952763
121.4229238,31.41968888
121.4208757,31.4170889
121.4003628,31.45290055
121.4001355,31.45206307
121.4266614,31.41623205
121.4173009,31.42026749
121.4181747,31.41724011
121.423889,31.42140353
121.3957525,31.45204901
121.4177097,31.41885912
121.4107406,31.41979635
121.3978117,31.45402876
121.4092553,31.42024172
121.4092029,31.42056754
121.4129106,31.4210714
121.4326649,31.39092397
121.4550874,31.40630881
121.4432431,31.39596476
121.4282188,31.37203431
121.4263406,31.36214586
121.4621423,31.3921115
121.4336451,31.37385903
121.4083946,31.39477683
121.4283567,31.39304057
121.4222201,31.37344569
121.4378691,31.37607515
121.432827,31.38149118
121.4340946,31.38206563
121.4245133,31.39069196
121.4333861,31.37569401
121.4655581,31.40464875
121.434168,31.37583293
121.4499928,31.38082423
121.4584464,31.40336496
121.4369499,31.37407491
121.424599,31.39660177
121.4373095,31.37634398
121.4357148,31.37644161
121.4354984,31.37644622
121.4896324,31.37396056
121.4862629,31.40952759
121.4572877,31.33538185
121.4813994,31.36892049
121.4506134,31.3362794
121.4522697,31.33181904
121.4504351,31.33814761
121.4697091,31.33833044
121.4809467,31.33989521
121.4836329,31.37105542
121.4825837,31.34068108
121.4788848,31.34323509
121.4796152,31.33927656
121.4778894,31.34297556
121.4846022,31.34050145
121.4786502,31.34266225
121.4944571,31.34829283
121.4825222,31.34497418
121.4721554,31.34163335
121.4815095,31.33892361
121.4757487,31.33488373
121.4820697,31.34847393
121.4884671,31.34687603
121.4918833,31.39143179
121.4815144,31.34916411
121.4824454,31.37127523
121.4859572,31.35081913
121.480039,31.34442624
121.4945887,31.35347849
121.4952819,31.37690798
121.4715112,31.33739005
121.4831226,31.34726499
121.4776482,31.33754286
121.4872003,31.41013011
121.4922864,31.37574811
121.49127,31.37488043
121.4860073,31.35057582
121.4799648,31.36957115
121.4935228,31.37551995
121.4833253,31.371868
121.4912588,31.35270946
121.4782704,31.34693767
121.4864049,31.3500667
121.4848466,31.37329757
121.4768331,31.40051724
121.4826819,31.41146048
121.4922249,31.39097199
121.4882158,31.40870909
121.4807911,31.39915052
121.4824116,31.41308103
121.4758838,31.40605637
121.4764131,31.40469069
121.4799553,31.41242023
121.4792425,31.40986177
121.4959429,31.39208718
121.5015651,31.39663156
121.477727,31.40830431
121.4893095,31.40081189
121.4818038,31.40013639
121.4749351,31.40863743
121.4864869,31.37839136
121.4883902,31.37653186
121.4858794,31.40396611
121.4893289,31.38736217
121.4854712,31.3925254
121.4902428,31.39766626
121.4914489,31.40183185
121.5036769,31.39304853
121.4899058,31.37720568
121.4831535,31.38909848
121.4856989,31.37259539
121.4910637,31.37396301
121.492112,31.39540197
121.4713674,31.40879782
121.4825668,31.4097462
121.4913312,31.37262205
121.492802,31.38035289
121.4814905,31.41064256
121.485499,31.40926039
121.4915205,31.38149882
121.4836548,31.40563475
121.4867899,31.40234904
121.488265,31.39352772
121.4723407,31.40613864
121.4880471,31.40601294
121.4819356,31.4108794
121.4797674,31.4095068
121.4927888,31.39008238
121.4786969,31.40206079
121.4637451,31.4081207
121.4957339,31.383798
121.4851153,31.37266409
121.4896874,31.38172058
121.4908426,31.39005654
121.4823326,31.41270395
121.490693,31.409027
121.4985374,31.39474424
121.4954587,31.38474518
121.479626,31.36843759
121.4961029,31.39681721
121.4950227,31.37657814
121.492197,31.40477732
121.4877779,31.37146907
121.4904174,31.37313915
121.4948909,31.40668821
121.4775829,31.40338663
121.4790665,31.40833408
121.4790835,31.40883526
121.4993637,31.39156708
121.482814,31.40178235
121.491244,31.40702352
121.4860516,31.37756529
121.491464,31.37557075
121.4835232,31.4039632
121.4873232,31.4137775
121.5008168,31.3904969
121.4888443,31.38228594
121.4871049,31.4077046
121.4792251,31.40069117
121.4746504,31.40394375
121.491598,31.3751537
121.4921426,31.37534324
121.4890794,31.40394333
121.4874331,31.37235034
121.4917013,31.3751114
121.4926638,31.38826176
121.4914181,31.38674789
121.4812006,31.37193402
121.4939855,31.3758061
121.4937131,31.39325699
121.4922334,31.38473034
121.4886995,31.38604939
121.4926889,31.37951328
121.4745306,31.40985917
121.4866374,31.40944796
121.4911459,31.38188716
121.4830143,31.40510572
121.4894336,31.38359828
121.4866263,31.38403868
121.4937888,31.37686014
121.4797399,31.40597308
121.4807134,31.40421951
121.4806261,31.37011399
121.487664,31.40957622
121.4955049,31.38809218
121.4828556,31.40691007
121.483111,31.40877238
121.4727798,31.4049519
121.4961956,31.37611451
121.4782499,31.41122703
121.4898544,31.37460641
121.4895042,31.37521834
121.3404812,31.41637026
121.3358731,31.41350471
121.340178,31.41353505
121.3516324,31.40561271
121.3410521,31.41680572
121.3396414,31.41497973
121.3390015,31.41618887
121.3395486,31.408092
121.3598005,31.38684345
121.3558126,31.39086845
121.35835,31.3875486
121.3447185,31.41628904
121.3586567,31.38573378
121.339981,31.41539022
121.3585426,31.38599026
121.341902,31.42293
121.343629,31.41261616
121.3436369,31.41939419
121.3365031,31.41263546
121.3376573,31.41327019
121.3400227,31.41527295
121.3572304,31.38752419
121.393566,31.35271955
121.356993,31.38563193
121.3450714,31.41802264
121.3364853,31.41666399
121.3437628,31.41769095
121.3439511,31.41848896
121.3582864,31.3864898
121.3352665,31.415952
121.3413858,31.41651047
121.3374908,31.4158898
121.3274194,31.45680903
121.3361889,31.48151277
121.3363452,31.4822311
121.3260427,31.48904849
121.3392784,31.48446145
121.3385844,31.48041134
121.4614699,31.3419187
121.445023,31.32946936
121.443435,31.32910902
121.4542776,31.3399721
121.4405305,31.33286579
121.4390365,31.33556018
121.4423219,31.3286661
121.4397037,31.33620562
121.4446919,31.32023538
121.4537116,31.33560111
121.4472624,31.33278368
121.4433391,31.33418916
121.4507253,31.34028713
121.4370595,31.34116974
121.441508,31.33794918
121.4514157,31.34178656
121.4517466,31.32290058
121.446868,31.33130041
121.4422724,31.34274509
121.440037,31.33508129
121.4415606,31.33473432
121.4535016,31.33988516
121.452196,31.34008339
121.3468477,31.31846752
121.3717623,31.35390349
121.4018955,31.35473216
121.3681006,31.35876396
121.4029982,31.35286229
121.342605,31.34598159
121.3784681,31.35623449
121.4010121,31.35204528
121.400378,31.35192393
121.3957472,31.34952521
121.3951558,31.34928214
121.397636,31.35234684
121.3961258,31.3461222
121.3696716,31.35691947
121.3693045,31.35565815
121.3933231,31.35273934
121.4860914,31.31368396
121.4561043,31.32462997
121.4594273,31.32433258
121.4900661,31.31484857
121.4822085,31.31547419
121.4905241,31.31957932
121.4846637,31.31671318
121.4856863,31.32176306
121.4829586,31.32214519
121.483081,31.3227426
121.4829405,31.31851818
121.45645,31.32351433
121.4741334,31.3238795
121.45104,31.32228539
121.4891682,31.32045825
121.4844793,31.32515151
121.4756956,31.32144465
121.4875231,31.31969343
121.4851739,31.31892242
121.4881731,31.31413461
121.4916797,31.31803472
121.484395,31.3142981
121.4851279,31.31408981
121.4272686,31.62711411
121.3620285,31.79201958
121.3787894,31.77234893
121.214287,31.76416422
121.3895363,31.6240576
121.3908539,31.62243609
121.3941388,31.62012581
121.3868314,31.63002547
121.4899175,31.70831663
121.5172588,31.58133255
121.4112939,31.63672106
121.40431,31.6313293
121.3931337,31.63254892
121.6095514,31.5287183
121.4034609,31.6292646
121.5352817,31.66922808
121.7179397,31.52689138
121.5427951,31.67620394
121.4094174,31.76358479
121.3912448,31.62417698
121.3927729,31.63316962
121.4871227,31.71156376
121.3996279,31.63668089
121.3972844,31.62701408
121.5351691,31.67423771
121.2261081,31.81426211
121.4042515,31.62191487
121.4017929,31.63130307
121.4123827,31.76372574
121.6081678,31.53662998
121.3992082,31.62563771
121.535366,31.67166742
121.3857725,31.62377337
121.3956308,31.62779047
121.2976755,31.82052467
121.4908618,31.70160522
121.4909414,31.70460369
121.3664825,31.79707685
121.4857085,31.6789107
121.4853412,31.679666
121.4861837,31.67552907
121.5321313,31.67715633
121.3662365,31.79312536
121.3665312,31.78540187
121.4793182,31.71040283
121.4085362,31.76243946
121.3923236,31.75221713
121.2915895,31.82068869
121.3865467,31.62763304
121.4913171,31.70502339
121.3945331,31.62648518
121.5948537,31.64884865
121.3655513,31.79299004
121.2213351,31.81409672
121.2347347,31.83444674
121.3188731,31.8177184
121.3391824,31.80470164
121.4108303,31.76407274
121.4020251,31.62890716
121.2300485,31.79287562
121.3962568,31.62476611
121.2936711,31.82076664
121.5342164,31.67488039
121.2905803,31.81564166
121.3705453,31.78347967
121.5182192,31.58348214
121.6138409,31.54038346
121.6103546,31.53789216
121.5328505,31.61951915
121.6596791,31.59089643
121.5258617,31.58082709
121.613322,31.53678548
121.6192557,31.54348404
121.597696,31.6447843
121.4897315,31.70721303
121.5373324,31.6808404
121.5341854,31.6736801
121.5333095,31.67204547
121.5331691,31.67133572
121.6072315,31.53836095
121.6168664,31.54181946
121.731869,31.39839163
121.8370781,31.34170483
121.6874422,31.39074973
121.7173682,31.38968771
121.8315215,31.52817066
121.3854042,31.6219977
121.3932589,31.62184116
121.4137355,31.76003708
121.4024777,31.63038916
121.7943151,31.46834641
121.3819778,31.62706295
121.3976821,31.64090231
121.8539316,31.55567643
121.6202581,31.54441471
121.8738148,31.52770136
121.6079661,31.5314613
121.8020014,31.50072618
121.3940159,31.62294154
121.2957269,31.82121174
121.6116433,31.54005981
121.6155645,31.543307
121.8690301,31.52837971
121.6151936,31.5377384
121.3858428,31.62285438
121.3878359,31.62114538
121.864293,31.52761073
121.3936568,31.62664523
121.4449967,31.18509057
121.4275531,31.18630533
121.4349653,31.18722888
121.4314821,31.17687893
121.4453252,31.18710691
121.4394829,31.18572642
121.4407324,31.18096049
121.4334729,31.17496311
121.4394611,31.18538053
121.4301446,31.18640008
121.4309257,31.17192619
121.4248328,31.18201388
121.4320505,31.17728245
121.4322316,31.17827654
121.4452937,31.18765418
121.4326381,31.17360958
121.4419356,31.18762125
121.4324017,31.17229661
121.4395036,31.1749482
121.4405904,31.18235962
121.4441732,31.19133442
121.437454,31.2011197
121.4364196,31.1721278
121.4428752,31.18505213
121.4449483,31.18567864
121.4323819,31.17581473
121.4423062,31.1871317
121.4355776,31.15804007
121.4232874,31.14831637
121.4285976,31.13606226
121.4301131,31.15388734
121.4271819,31.15079175
121.4263764,31.15137727
121.4296909,31.15023815
121.4294661,31.15140079
121.4200159,31.14980548
121.4259019,31.1448827
121.4226466,31.14946973
121.4278817,31.14216566
121.4270847,31.14636164
121.4347698,31.15792405
121.4241274,31.15006065
121.4285764,31.14799514
121.4307676,31.1438689
121.4232632,31.1519176
121.4137968,31.15270322
121.4217752,31.16044585
121.4127871,31.15989772
121.4104685,31.15783564
121.4406726,31.15758641
